premiere_season,category,trait_name,trait_key,premiere_body_types,all_seasons_present,body_types_by_season,premiere_asset_count,representative_asset_path,all_premiere_asset_paths,source_paths,collapsed_variant_names
Season 1,Clothing,Messi Top,Clothing::messi top,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Messi Top.png,Canonical Trait Media/Season 1/Male/Clothing/Messi Top.png,FINAL EXPORT/2 - Clothing/Male/Messi Top.png,
Season 1,Clothing,MiB,Clothing::mib,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Ape|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/MiB.png,Canonical Trait Media/Season 1/Male/Clothing/MiB.png,ALL/1 MALE/S1 ALL/Clothing/MiB.png,
Season 1,Clothing,Moon Suit,Clothing::moon suit,Male|Skeleton,Season 1|Season 3,Season 1: Male|Skeleton ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Clothing/Moon Suit.png,Canonical Trait Media/Season 1/Male/Clothing/Moon Suit.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Moon Suit.png,ALL/1 MALE/S1 ALL/Clothing/Moon Suit.png | ALL/SKELETON/Clothing/Moon Suit.png,
Season 1,Clothing,Nun Habit,Clothing::nun habit,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Clothing/Nun Habit.png,Canonical Trait Media/Season 1/Female/Clothing/Nun Habit.png,ALL/1 FEMALE/S1 ALL/Clothing/Nun Habit.png,
Season 1,Clothing,Pilot,Clothing::pilot,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Ape|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Pilot.png,Canonical Trait Media/Season 1/Male/Clothing/Pilot.png,ALL/1 MALE/S1 ALL/Clothing/Pilot.png,
Season 1,Clothing,PJs Pink,Clothing::pjs pink,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Clothing/PJs Pink.png,Canonical Trait Media/Season 1/Female/Clothing/PJs Pink.png,ALL/1 FEMALE/S1 ALL/Clothing/PJs Pink.png,
Season 1,Clothing,PJs Red,Clothing::pjs red,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/PJs Red.png,Canonical Trait Media/Season 1/Female/Clothing/PJs Red.png,ALL/1 FEMALE/S1 ALL/Clothing/PJs Red.png,
Season 1,Clothing,Pool Party,Clothing::pool party,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Ape,1,Canonical Trait Media/Season 1/Male/Clothing/Pool Party.png,Canonical Trait Media/Season 1/Male/Clothing/Pool Party.png,ALL/1 MALE/S1 ALL/Clothing/Pool Party.png,
Season 1,Clothing,Power Suit,Clothing::power suit,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Power Suit.png,Canonical Trait Media/Season 1/Female/Clothing/Power Suit.png,ALL/1 FEMALE/S1 ALL/Clothing/Power Suit.png,
Season 1,Clothing,Powersuit Plaid,Clothing::powersuit plaid,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Powersuit Plaid.png,Canonical Trait Media/Season 1/Female/Clothing/Powersuit Plaid.png,ALL/1 FEMALE/S1 ALL/Clothing/Powersuit Plaid.png,
Season 1,Clothing,Puffer Camo,Clothing::puffer camo,Male|Skeleton,Season 1|Season 2,Season 1: Male|Skeleton ; Season 2: Male|Ape|Shared,2,Canonical Trait Media/Season 1/Male/Clothing/Puffer Camo.png,Canonical Trait Media/Season 1/Male/Clothing/Puffer Camo.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Puffer Camo.png,ALL/1 MALE/S1 ALL/Clothing/Puffer Camo.png | ALL/SKELETON/Clothing/Puffer Camo.png,
Season 1,Clothing,Puffer Leopard,Clothing::puffer leopard,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Ape|Shared,1,Canonical Trait Media/Season 1/Male/Clothing/Puffer Leopard.png,Canonical Trait Media/Season 1/Male/Clothing/Puffer Leopard.png,ALL/1 MALE/S1 ALL/Clothing/Puffer Leopard.png,
Season 1,Clothing,Puffer Zebra,Clothing::puffer zebra,Male|Skeleton,Season 1|Season 2,Season 1: Male|Skeleton ; Season 2: Male|Ape|Shared,2,Canonical Trait Media/Season 1/Male/Clothing/Puffer Zebra.png,Canonical Trait Media/Season 1/Male/Clothing/Puffer Zebra.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Puffer Zebra.png,ALL/1 MALE/S1 ALL/Clothing/Puffer Zebra.png | ALL/SKELETON/Clothing/Puffer Zebra.png,
Season 1,Clothing,Scrubs,Clothing::scrubs,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Ape|Shared,1,Canonical Trait Media/Season 1/Male/Clothing/Scrubs.png,Canonical Trait Media/Season 1/Male/Clothing/Scrubs.png,ALL/1 MALE/S1 ALL/Clothing/Scrubs.png,
Season 1,Clothing,Shelby Suit,Clothing::shelby suit,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Ape|Shared,1,Canonical Trait Media/Season 1/Male/Clothing/Shelby Suit.png,Canonical Trait Media/Season 1/Male/Clothing/Shelby Suit.png,ALL/1 MALE/S1 ALL/Clothing/Shelby Suit.png,
Season 1,Clothing,Shelby Vest,Clothing::shelby vest,Male|Skeleton,Season 1|Season 2,Season 1: Male|Skeleton ; Season 2: Male|Ape|Shared,2,Canonical Trait Media/Season 1/Male/Clothing/Shelby Vest.png,Canonical Trait Media/Season 1/Male/Clothing/Shelby Vest.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Shelby Vest.png,ALL/1 MALE/S1 ALL/Clothing/Shelby Vest.png | ALL/SKELETON/Clothing/Shelby Vest.png,
Season 1,Clothing,Shogun,Clothing::shogun,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Shogun.png,Canonical Trait Media/Season 1/Male/Clothing/Shogun.png,ALL/1 MALE/S1 ALL/Clothing/Shogun.png,
Season 1,Clothing,Skeleton Leather,Clothing::skeleton leather,Male|Skeleton,Season 1,Season 1: Male|Skeleton,2,Canonical Trait Media/Season 1/Male/Clothing/Skeleton Leather.png,Canonical Trait Media/Season 1/Male/Clothing/Skeleton Leather.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Skeleton Leather.png,ALL/SKELETON/Clothing/Skeleton Leather.png | FINAL EXPORT/2 - Clothing/Male/Skeleton Leather.png,
Season 1,Clothing,Suit Zombie,Clothing::suit zombie,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Suit Zombie.png,Canonical Trait Media/Season 1/Male/Clothing/Suit Zombie.png,FINAL EXPORT/2 - Clothing/Male/Suit Zombie.png,
Season 1,Clothing,Sunday Best,Clothing::sunday best,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Sunday Best.png,Canonical Trait Media/Season 1/Male/Clothing/Sunday Best.png,ALL/1 MALE/S1 ALL/Clothing/Sunday Best.png,
Season 1,Clothing,Sweater Stuck in the 80s,Clothing::sweater stuck in the 80s,Male|Skeleton,Season 1|Season 2,Season 1: Male|Skeleton ; Season 2: Male|Ape,2,Canonical Trait Media/Season 1/Male/Clothing/Sweater Stuck in the 80s.png,Canonical Trait Media/Season 1/Male/Clothing/Sweater Stuck in the 80s.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Sweater Stuck in the 80s.png,ALL/1 MALE/S1 ALL/Clothing/Sweater Stuck in the 80s.png | ALL/SKELETON/Clothing/Sweater Stuck in the 80s.png,
Season 1,Clothing,Tfield Denim,Clothing::tfield denim,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Tfield Denim.png,Canonical Trait Media/Season 1/Male/Clothing/Tfield Denim.png,ALL/1 MALE/S1 ALL/Clothing/Tfield Denim.png,
Season 1,Clothing,Turtleneck,Clothing::turtleneck,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Turtleneck.png,Canonical Trait Media/Season 1/Female/Clothing/Turtleneck.png,ALL/1 FEMALE/S1 ALL/Clothing/Turtleneck.png,
Season 1,Clothing,Ugly Christmas Sweater,Clothing::ugly christmas sweater,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Ugly Christmas Sweater.png,Canonical Trait Media/Season 1/Male/Clothing/Ugly Christmas Sweater.png,ALL/1 MALE/S1 ALL/Clothing/Ugly Christmas Sweater.png,
Season 1,Clothing,VanCity Jersey,Clothing::vancity jersey,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/VanCity Jersey.png,Canonical Trait Media/Season 1/Male/Clothing/VanCity Jersey.png,FINAL EXPORT/2 - Clothing/Male/VanCity Jersey.png,
Season 1,Clothing,Vestements,Clothing::vestements,Male|Skeleton,Season 1|Season 3,Season 1: Male|Skeleton ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Clothing/Vestements.png,Canonical Trait Media/Season 1/Male/Clothing/Vestements.png | Canonical Trait Media/Season 1/Skeleton/Clothing/Vestements.png,ALL/1 MALE/S1 ALL/Clothing/Vestements.png | ALL/SKELETON/Clothing/Vestements.png,
Season 1,Clothing,Wilsoninal Henley,Clothing::wilsoninal henley,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Wilsoninal Henley.png,Canonical Trait Media/Season 1/Male/Clothing/Wilsoninal Henley.png,FINAL EXPORT/2 - Clothing/Male/Wilsoninal Henley.png,
Season 1,Mouth,Anchor,Mouth::anchor,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Anchor.png,Canonical Trait Media/Season 1/Male/Mouth/Anchor.png,ALL/1 MALE/S1 ALL/Mouth/Anchor.png,
Season 1,Mouth,Angry,Mouth::angry,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Angry.png,Canonical Trait Media/Season 1/Male/Mouth/Angry.png,ALL/1 MALE/S1 ALL/Mouth/Angry.png,
Season 1,Mouth,Assured,Mouth::assured,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Assured.png,Canonical Trait Media/Season 1/Male/Mouth/Assured.png | Canonical Trait Media/Season 1/Shared/Mouth/Assured.png,ALL/1 MALE/S1 ALL/Mouth/Assured.png | FINAL EXPORT/3 - Mouths/Assured.png,
Season 1,Mouth,Beard Anchor,Mouth::beard anchor,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Anchor.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Anchor.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Anchor.png,
Season 1,Mouth,Beard Angry,Mouth::beard angry,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Angry.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Angry.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Angry.png,
Season 1,Mouth,Beard Brown Smirk,Mouth::beard brown smirk,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Brown Smirk.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Brown Smirk.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Brown Smirk.png,
Season 1,Mouth,Beard Dandy Brown,Mouth::beard dandy brown,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Dandy Brown.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Dandy Brown.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Dandy Brown.png,
Season 1,Mouth,Beard Irridescent,Mouth::beard irridescent,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Irridescent.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Irridescent.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Irridescent.png,
Season 1,Mouth,Beard Leprechaun,Mouth::beard leprechaun,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Leprechaun.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Leprechaun.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Leprechaun.png,
Season 1,Mouth,Beard Stubble,Mouth::beard stubble,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Stubble.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Stubble.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Stubble.png,
Season 1,Mouth,Beard Stubble Grin,Mouth::beard stubble grin,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Beard Stubble Grin.png,Canonical Trait Media/Season 1/Male/Mouth/Beard Stubble Grin.png,FINAL EXPORT/3 - Mouths/Male Mouths/Beard Stubble Grin.png,
Season 1,Mouth,Blue,Mouth::blue,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Blue.png,Canonical Trait Media/Season 1/Female/Mouth/Blue.png,ALL/1 FEMALE/S1 ALL/Mouth/Blue.png,
Season 1,Mouth,Blue Bandana,Mouth::blue bandana,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Mouth/Blue Bandana.png,Canonical Trait Media/Season 1/Female/Mouth/Blue Bandana.png | Canonical Trait Media/Season 1/Male/Mouth/Blue Bandana.png,ALL/1 FEMALE/S1 ALL/Mouth/Blue Bandana.png | ALL/1 MALE/S1 ALL/Mouth/Blue Bandana.png,
Season 1,Mouth,Botox,Mouth::botox,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Botox.png,Canonical Trait Media/Season 1/Female/Mouth/Botox.png,ALL/1 FEMALE/S1 ALL/Mouth/Botox.png,
Season 1,Mouth,Buck,Mouth::buck,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Buck.png,Canonical Trait Media/Season 1/Male/Mouth/Buck.png | Canonical Trait Media/Season 1/Shared/Mouth/Buck.png,ALL/1 MALE/S1 ALL/Mouth/Buck.png | FINAL EXPORT/3 - Mouths/Buck.png,
Season 1,Mouth,Cheeky,Mouth::cheeky,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Cheeky.png,Canonical Trait Media/Season 1/Male/Mouth/Cheeky.png | Canonical Trait Media/Season 1/Shared/Mouth/Cheeky.png,ALL/1 MALE/S1 ALL/Mouth/Cheeky.png | FINAL EXPORT/3 - Mouths/Cheeky.png,
Season 1,Mouth,Cheery,Mouth::cheery,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Cheery.png,Canonical Trait Media/Season 1/Male/Mouth/Cheery.png | Canonical Trait Media/Season 1/Shared/Mouth/Cheery.png,ALL/1 MALE/S1 ALL/Mouth/Cheery.png | FINAL EXPORT/3 - Mouths/Cheery.png,
Season 1,Mouth,Cheesy,Mouth::cheesy,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Cheesy.png,Canonical Trait Media/Season 1/Male/Mouth/Cheesy.png | Canonical Trait Media/Season 1/Shared/Mouth/Cheesy.png,ALL/1 MALE/S1 ALL/Mouth/Cheesy.png | FINAL EXPORT/3 - Mouths/Cheesy.png,
Season 1,Mouth,Cheshire Closed,Mouth::cheshire closed,Male|Shared,Season 1|Season 3,Season 1: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Cheshire Closed.png,Canonical Trait Media/Season 1/Male/Mouth/Cheshire Closed.png | Canonical Trait Media/Season 1/Shared/Mouth/Cheshire Closed.png,ALL/1 MALE/S1 ALL/Mouth/Cheshire Closed.png | FINAL EXPORT/3 - Mouths/Cheshire Closed.png,
Season 1,Mouth,Confident,Mouth::confident,Female|Male|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Shared ; Season 2: Female|Male|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Mouth/Confident.png,Canonical Trait Media/Season 1/Female/Mouth/Confident.png | Canonical Trait Media/Season 1/Male/Mouth/Confident.png | Canonical Trait Media/Season 1/Shared/Mouth/Confident.png,ALL/1 FEMALE/S1 ALL/Mouth/Confident.png | ALL/1 MALE/S1 ALL/Mouth/Confident.png | FINAL EXPORT/3 - Mouths/Confident.png,
Season 1,Mouth,Cupid of Crime,Mouth::cupid of crime,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Cupid of Crime.png,Canonical Trait Media/Season 1/Female/Mouth/Cupid of Crime.png,ALL/1 FEMALE/S1 ALL/Mouth/Cupid of Crime.png,
Season 1,Mouth,Dandy,Mouth::dandy,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Dandy.png,Canonical Trait Media/Season 1/Male/Mouth/Dandy.png,ALL/1 MALE/S1 ALL/Mouth/Dandy.png,
Season 1,Mouth,Determined,Mouth::determined,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Determined.png,Canonical Trait Media/Season 1/Male/Mouth/Determined.png | Canonical Trait Media/Season 1/Shared/Mouth/Determined.png,ALL/1 MALE/S1 ALL/Mouth/Determined.png | FINAL EXPORT/3 - Mouths/Determined.png,
Season 1,Mouth,Don't Mess With Mojo,Mouth::don t mess with mojo,Male|Shared,Season 1|Season 3,Season 1: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Don't Mess With Mojo.png,Canonical Trait Media/Season 1/Male/Mouth/Don't Mess With Mojo.png | Canonical Trait Media/Season 1/Shared/Mouth/Don't Mess With Mojo.png,ALL/1 MALE/S1 ALL/Mouth/Don't Mess With Mojo.png | FINAL EXPORT/3 - Mouths/Don't Mess With Mojo.png,
Season 1,Mouth,Expressive,Mouth::expressive,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Expressive.png,Canonical Trait Media/Season 1/Female/Mouth/Expressive.png,ALL/1 FEMALE/S1 ALL/Mouth/Expressive.png,
Season 1,Mouth,Freckles,Mouth::freckles,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Freckles.png,Canonical Trait Media/Season 1/Male/Mouth/Freckles.png | Canonical Trait Media/Season 1/Shared/Mouth/Freckles.png,ALL/1 MALE/S1 ALL/Mouth/Freckles.png | FINAL EXPORT/3 - Mouths/Freckles.png,
Season 1,Mouth,Frown,Mouth::frown,Male|Shared,Season 1|Season 3,Season 1: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Frown.png,Canonical Trait Media/Season 1/Male/Mouth/Frown.png | Canonical Trait Media/Season 1/Shared/Mouth/Frown.png,ALL/1 MALE/S1 ALL/Mouth/Frown.png | FINAL EXPORT/3 - Mouths/Frown.png,
Season 1,Mouth,Goatie Smile,Mouth::goatie smile,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Goatie Smile.png,Canonical Trait Media/Season 1/Male/Mouth/Goatie Smile.png,ALL/1 MALE/S1 ALL/Mouth/Goatie Smile.png,
Season 1,Mouth,Grit,Mouth::grit,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Grit.png,Canonical Trait Media/Season 1/Male/Mouth/Grit.png | Canonical Trait Media/Season 1/Shared/Mouth/Grit.png,ALL/1 MALE/S1 ALL/Mouth/Grit.png | FINAL EXPORT/3 - Mouths/Grit.png,
Season 1,Mouth,Hopeful,Mouth::hopeful,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Hopeful.png,Canonical Trait Media/Season 1/Male/Mouth/Hopeful.png | Canonical Trait Media/Season 1/Shared/Mouth/Hopeful.png,ALL/1 MALE/S1 ALL/Mouth/Hopeful.png | FINAL EXPORT/3 - Mouths/Hopeful.png,
Season 1,Mouth,Inspiring,Mouth::inspiring,Female|Male|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Shared ; Season 2: Female|Male|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Mouth/Inspiring.png,Canonical Trait Media/Season 1/Female/Mouth/Inspiring.png | Canonical Trait Media/Season 1/Male/Mouth/Inspiring.png | Canonical Trait Media/Season 1/Shared/Mouth/Inspiring.png,ALL/1 FEMALE/S1 ALL/Mouth/Inspiring.png | ALL/1 MALE/S1 ALL/Mouth/Inspiring.png | FINAL EXPORT/3 - Mouths/Inspiring.png,
Season 1,Mouth,Irridescent,Mouth::irridescent,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Irridescent.png,Canonical Trait Media/Season 1/Male/Mouth/Irridescent.png,ALL/1 MALE/S1 ALL/Mouth/Irridescent.png,
Season 1,Mouth,Jovial,Mouth::jovial,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Jovial.png,Canonical Trait Media/Season 1/Female/Mouth/Jovial.png,ALL/1 FEMALE/S1 ALL/Mouth/Jovial.png,
Season 1,Mouth,Joyful,Mouth::joyful,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Joyful.png,Canonical Trait Media/Season 1/Male/Mouth/Joyful.png | Canonical Trait Media/Season 1/Shared/Mouth/Joyful.png,ALL/1 MALE/S1 ALL/Mouth/Joyful.png | FINAL EXPORT/3 - Mouths/Joyful.png,
Season 1,Mouth,Kisses,Mouth::kisses,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Kisses.png,Canonical Trait Media/Season 1/Male/Mouth/Kisses.png | Canonical Trait Media/Season 1/Shared/Mouth/Kisses.png,ALL/1 MALE/S1 ALL/Mouth/Kisses.png | FINAL EXPORT/3 - Mouths/Kisses.png,
Season 1,Mouth,Lips Blue,Mouth::lips blue,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lips Blue.png,Canonical Trait Media/Season 1/Female/Mouth/Lips Blue.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lips Blue.png,
Season 1,Mouth,Lips Botox,Mouth::lips botox,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lips Botox.png,Canonical Trait Media/Season 1/Female/Mouth/Lips Botox.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lips Botox.png,
Season 1,Mouth,Lipstick Confident,Mouth::lipstick confident,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Confident.png,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Confident.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lipstick Confident.png,
Season 1,Mouth,Lipstick Expressive,Mouth::lipstick expressive,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Expressive.png,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Expressive.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lipstick Expressive.png,
Season 1,Mouth,Lipstick Inspiring,Mouth::lipstick inspiring,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Inspiring.png,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Inspiring.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lipstick Inspiring.png,
Season 1,Mouth,Lipstick Jovial,Mouth::lipstick jovial,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Jovial.png,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Jovial.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lipstick Jovial.png,
Season 1,Mouth,Lipstick Smirk,Mouth::lipstick smirk,Female,Season 1,Season 1: Female,1,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Smirk.png,Canonical Trait Media/Season 1/Female/Mouth/Lipstick Smirk.png,FINAL EXPORT/3 - Mouths/Female Mouths/Lipstick Smirk.png,
Season 1,Mouth,Lopsided Grin,Mouth::lopsided grin,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Lopsided Grin.png,Canonical Trait Media/Season 1/Male/Mouth/Lopsided Grin.png | Canonical Trait Media/Season 1/Shared/Mouth/Lopsided Grin.png,ALL/1 MALE/S1 ALL/Mouth/Lopsided Grin.png | FINAL EXPORT/3 - Mouths/Lopsided Grin.png,
Season 1,Mouth,My First Mustache,Mouth::my first mustache,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/My First Mustache.png,Canonical Trait Media/Season 1/Male/Mouth/My First Mustache.png,ALL/1 MALE/S1 ALL/Mouth/My First Mustache.png,
Season 1,Mouth,None,Mouth::none,Skeleton,Season 1|Season 2,Season 1: Skeleton ; Season 2: Ape|Shared,1,Canonical Trait Media/Season 1/Skeleton/Mouth/None.png,Canonical Trait Media/Season 1/Skeleton/Mouth/None.png,ALL/SKELETON/Mouth/None.png,
Season 1,Mouth,Pink Bandana,Mouth::pink bandana,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Mouth/Pink Bandana.png,Canonical Trait Media/Season 1/Female/Mouth/Pink Bandana.png | Canonical Trait Media/Season 1/Male/Mouth/Pink Bandana.png,ALL/1 FEMALE/S1 ALL/Mouth/Pink Bandana.png | ALL/1 MALE/S1 ALL/Mouth/Pink Bandana.png,
