NFT ID,Issuer,Taxon,Serial,Name,URI,CID,Owner,Schema,Description,Image,Image CID,External_link,Video,Video CID,Attribute Background,Attribute Body,Attribute Clothing,Attribute Mouth,Attribute Eyebrows,Attribute Eyes,Attribute Head,Attribute Accessory
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BEB6C05CD304943898,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822680,Let's Effing Go! #223,ipfs://bafkreihssfgeoycthbzm3hgaw4uznbumbmbuisnknpmtxzvzh3ahkzzteu,bafkreihssfgeoycthbzm3hgaw4uznbumbmbuisnknpmtxzvzh3ahkzzteu,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 2,ipfs://bafybeidtmlbdncfo44vvhfqq7ykrwtxipybwoozvstcznb65e7aumix7ia,bafybeidtmlbdncfo44vvhfqq7ykrwtxipybwoozvstcznb65e7aumix7ia,https://letseffinggo.com,ipfs://bafybeif2xorww727tthxhndymqznh5g37vaszeqlarvopmus3xbsdvotwe,bafybeif2xorww727tthxhndymqznh5g37vaszeqlarvopmus3xbsdvotwe,Claw Diamond,Curved Dark,Green Monster Costume,Botox,Skeptical Lashes,Star,Green Monster Mask,Skateboard
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE9FDA8FD204943897,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822679,Let's Effing Go! #126,ipfs://bafkreigkbbirdcu3muszrj7wv7gexqceogsbilvapihbs5zjnniknvupa4,bafkreigkbbirdcu3muszrj7wv7gexqceogsbilvapihbs5zjnniknvupa4,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 2,ipfs://bafkreibm23zlknixyrr7ns3jdlondxuanju2lfa5h23ohusguvcf3saaka,bafkreibm23zlknixyrr7ns3jdlondxuanju2lfa5h23ohusguvcf3saaka,https://letseffinggo.com,,,Pale Purple,Curved Dark,Crop Hoodie Blue,Jovial,Furious,Nerd,Short Wavy Black,Ice Cream
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE88F4BED104943896,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822678,Let's Effing Go! #2334,ipfs://bafkreia35m3u5fbumfjdidjl4dx6t6kw4pkxfns4ijazgehwf7nun7aloe,bafkreia35m3u5fbumfjdidjl4dx6t6kw4pkxfns4ijazgehwf7nun7aloe,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 2,ipfs://bafybeibwkz7z37c52hrmkjcvf2hbgq2grqxvo6glhd5yw2xetqfjhzvgpm,bafybeibwkz7z37c52hrmkjcvf2hbgq2grqxvo6glhd5yw2xetqfjhzvgpm,https://letseffinggo.com,ipfs://bafybeiakwrk6opihzlq7eyvgqwyityfsjgixf4qj64tgtkwlseqnpf42om,bafybeiakwrk6opihzlq7eyvgqwyityfsjgixf4qj64tgtkwlseqnpf42om,Claw Gold,Curved Burned,Hoodie Irridescent Multicord,Cackle,Furious,Black C3m3nt,Waterfall,Cross Body Bag
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE444343CE04943893,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822675,Let's Effing Go! #212,ipfs://bafkreigmt5wa7opfumoxfqbtb4vpvub5nxn7fdpwzjqmrtkyf6xe7qfjsu,bafkreigmt5wa7opfumoxfqbtb4vpvub5nxn7fdpwzjqmrtkyf6xe7qfjsu,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafybeifforr6o6w5ablj4bkct6t32brizeqxskfuebsez7jdtphtlwp2r4,bafybeifforr6o6w5ablj4bkct6t32brizeqxskfuebsez7jdtphtlwp2r4,https://letseffinggo.com,ipfs://bafybeif4gs6mtaah6rjuxd4a4xaob5uwxslbqqieimrbu5cwkussoowe3i,bafybeif4gs6mtaah6rjuxd4a4xaob5uwxslbqqieimrbu5cwkussoowe3i,Moving Pink Clouds,Curved Irridescent,Banana Dress,Rainbow Puke,Bindi Decorative,The Millionaires Pink,Long Straight Blonde,Girls Best Friend
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE2D5D72CD04943892,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822674,Let's Effing Go! #1328,ipfs://bafkreibylllliyu6ifywsrtzwkuxmfiodsclxabkglfwtxd6n5elvn4chm,bafkreibylllliyu6ifywsrtzwkuxmfiodsclxabkglfwtxd6n5elvn4chm,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafkreiaicgf265cigl6mfxn3xw2rzsedy3eckh76o6ycuxg3dxrzcaxody,bafkreiaicgf265cigl6mfxn3xw2rzsedy3eckh76o6ycuxg3dxrzcaxody,https://letseffinggo.com,,,Vignette Aqua,Straight Medium,Monster Garb,Freckles,Sad,Its Alive,Debonair,None
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE1677A5CC04943891,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822673,Let's Effing Go! #3345,ipfs://bafkreiaherfcd2peq3bc4lqcueu45b7q2vxnb5dy42k2gubusudql2tzri,bafkreiaherfcd2peq3bc4lqcueu45b7q2vxnb5dy42k2gubusudql2tzri,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafkreigmqedh62w67vtirgobhonizduw53ej66hwphw4uib7xhgnfgiqem,bafkreigmqedh62w67vtirgobhonizduw53ej66hwphw4uib7xhgnfgiqem,https://letseffinggo.com,,,Muted Tan,Straight Burned,Reaper Robe,Scared,Angry,Three Eyes,Frankensteins Monster,Bone
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BEFF91D4CB04943890,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822672,Let's Effing Go! #933,ipfs://bafkreihtaqebmkvef6p6gdi3s456f6oi5vcwniy3oymkagif53bawetd24,bafkreihtaqebmkvef6p6gdi3s456f6oi5vcwniy3oymkagif53bawetd24,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafybeidoodceqiz7mppo2rzwpra7pykdafkye7kf2xx3ou6ekgdkwuar7i,bafybeidoodceqiz7mppo2rzwpra7pykdafkye7kf2xx3ou6ekgdkwuar7i,https://letseffinggo.com,,,Pale Tan,Curved Dark,Chicken Suit Iridescent,Jovial,Hmm,Nerd,Very Long Pink,Bible
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BEE8AC07CA0494388F,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822671,Let's Effing Go! #1157,ipfs://bafkreihty4ycj6gzuhnlrxoufqh5cy5b6jfezvtnbcg27sr4d2llzpofiu,bafkreihty4ycj6gzuhnlrxoufqh5cy5b6jfezvtnbcg27sr4d2llzpofiu,rk5dmsuTy4yaSzyqGoH3Uix6f4nJ4jRAN,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafybeicm4ynchbbnbzkk5lmagamv7sq67jgunh6oswkihg4rsdxdd5vhn4,bafybeicm4ynchbbnbzkk5lmagamv7sq67jgunh6oswkihg4rsdxdd5vhn4,https://letseffinggo.com,,,Irridescent,Curved Medium,Hoodie GO Orange,Jovial,Thin,Standard,Princess,Trident
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BEA3FA88C70494388C,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822668,Let's Effing Go! #3205,ipfs://bafkreicov5hglxauw3nvezseqwoipcoezqfaglpiqjmpg22blbcidqh5si,bafkreicov5hglxauw3nvezseqwoipcoezqfaglpiqjmpg22blbcidqh5si,rKzFwNddQv4CtAzZbC4oHpJvy1Nzhotd5M,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafybeigjpwv7jp5etfzc3zojnmk2fpmsvmzguzecjwoqx4t3xxokphuio4,bafybeigjpwv7jp5etfzc3zojnmk2fpmsvmzguzecjwoqx4t3xxokphuio4,https://letseffinggo.com,,,Gradient Bright,Straight Green,Open Heart,Fangs Overbite,Muddled,Unfinished Business,Elf,None
00091B58D1AE1BC312BEF9C68233FB0C8CF6A338F7C227BE762EEAC50494388A,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,76822666,Let's Effing Go! #2493,ipfs://bafkreighfocl2gz3ohfcst42wvgvy2qglturryzaal4m4wwo26d6ncj6ma,bafkreighfocl2gz3ohfcst42wvgvy2qglturryzaal4m4wwo26d6ncj6ma,rwKgwydb7NRHNS8gVpG6QEP2tYqPhroYrK,ipfs://QmNpi8rcXEkohca8iXu7zysKKSJYqCvBJn3xJwga8jXqWU,Season 3,ipfs://bafybeihu4vjpedfnfxb32h7n37ej5chfw3xenh5fyxsqyqoxdjo2gsmcdy,bafybeihu4vjpedfnfxb32h7n37ej5chfw3xenh5fyxsqyqoxdjo2gsmcdy,https://letseffinggo.com,ipfs://bafkreidau3pmdd5rhiqqyfhyrnvezzgt3svip3ke2sly5vgb773fpdd6hy,bafkreidau3pmdd5rhiqqyfhyrnvezzgt3svip3ke2sly5vgb773fpdd6hy,Muted Tan,Straight Light,Explorer,Surprised,Upset,Its Alive,Open Mind,Water to Wine
